8.80958E+12,Louis Jadot Chambolle-Musigny 2018,0,0,France - Red,France,,,,루이 쟈도 샹볼뮈지니 2018,,,2022-09-07 19:40,3
3.56692E+12,Louis Latour Bourgogne Chardonnay 2020,0,0,France - White,France,,Chardonnay,,루이 라뚜르 부르고뉴 샤도네이 2020,,,2022-04-27 15:34,0
2.09809E+12,Louis Latour Chablis 2020,0,110000,France - White,France,110000,Chardonnay,68000,루이 라뚜르 샤블리 2020,,,2022-04-04 16:29,0
3.11408E+12,Louis Roederer Brut Primier Champagne 242 Collection,0,0,France - Sparkling,France,,Blend,,루이 로드레 242 컬렉션,,,2022-03-01 17:22,0
3.11408E+12,Louis Roederer Cristal Brut Champagne(Millesime),0,850000,France - White,France,,Blend,,루이 로드레 크리스탈 브룻,,,2022-03-01 17:39,1
8.03279E+12,Luca Bosio Moscato d'Asti,0,0,Italy - White,Italy,,Muscat Blanc,,루카 보시오 모스까토 다스티,,,2022-02-28 16:58,0
7.80441E+12,Luis Felipe Edwards Cabernet Sauvignon 2021,0,48000,Chile - Red,Chile,,Cabernet Sauvignon,,루이스 펠리페 에드워즈 까베르네 쇼비뇽 2021,,,2022-06-24 15:45,10
7.80441E+12,Luis Felipe Edwards Sauvignon Blanc 2021,0,0,Chile - White,Chile,,Sauvignon Blanc,,루이스 펠리페 에드워즈 쇼비뇽 블랑 2021,,,2022-04-01 20:42,4
3.5471E+12,M de Minuty M Rose 2020,0,48000,France - Rose,France,48000,Blend,,,,,2022-03-17 19:41,0
86754602981,Madison's Ranch Napa Reserve Cabernet Sauvignon 2017,0,0,U.S.A - Red,U.S.A,,,,매디슨 랜치 까베르네 소비뇽 나파 리져브 2017,,,2022-06-24 16:29,2
2.05266E+12,Maison MC Thiriet Aligote du Jardin 2020,0,185000,France - White,France,185000,,,메종 MC 티리에 알리고떼 뒤 자르데 블랑 2020,,,2022-06-07 17:11,2
8.00194E+12,Marchesi Antinori Chianti Classico Riserva Tenuta Tignanello 2018,0,99000,Italy - Red,Italy,99000,Sangiovese,,마르케제 안티노리 키안티 클라시코 리제르바 테누타 티냐넬로 2018,,,2022-03-01 18:05,0
2.00694E+12,Marchesi Antinori Tignanello Toscana 2016,0,0,Italy - Red,Italy,,,,마르케제 안티노리 티냐넬로 토스카나 2016,,,2022-04-18 17:49,1
8.00194E+12,Marchesi Antinori Tignanello Toscana 2018,0,400000,Italy - Red,Italy,,,,마르케제 안티노리 티냐넬로 토스카나 2018,,,2022-04-18 17:48,1
8.80614E+12,Marchesi Antinori Vermentino Bolgheri Tenuta Guado Al Tasso 2020,0,0,Italy - White,Italy,85000,,,마르케제 안티노리 베르멘티노 볼게리 테누타 과도 올 타쏘 2020,,,2022-05-10 14:51,2
6.98929E+11,Martin Miller's Gin,0,0,Whisky,Whisky,,,,마틴 밀러스 진,,,2022-06-01 19:45,1
2.06057E+12,Masseto Toscana 2018,0,0,Italy - Red,Italy,,Merlot,,마쎄토 토스카나 2018,,,2022-02-28 14:19,0
7.03432E+11,Matthew Joseph Napa Valley Cabernet Sauvignon 2020,0,120000,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,매튜 조셉 나파밸리 카버네쇼비뇽 2020,,,2022-07-27 15:43,3
7.80462E+12,Mayu Reserva Cabernet Sauvignon 2019,0,45000,Chile - Red,Chile,45000,Cabernet Sauvignon,18000,마유 엘퀴 밸리 까베르네쇼비뇽 2019,11000,,2022-03-02 17:19,0
2.03498E+12,Meo-Camuzet Nuit-Saint-Georges 2019,0,380000,France - Red,France,380000,Pinot Noir,365000,메오-까뮤젯 프리미에크뤼 뉘생조르쥬 2019,280000,,2022-03-11 15:53,0
7.03432E+11,Michael Pozzan Carneros Pinot Noir 2018,0,65000,U.S.A - Red,U.S.A,65000,Pinot Noir,,마이클 포잔 카르네로스 피노누아 2018,,,2022-07-28 16:12,4
7.03432E+11,Michael Pozzan Russian River Valley Chardonnay 2019,0,65000,U.S.A - White,U.S.A,65000,Chardonnay,,마이클 포잔 러시안 리버밸리 샤도네이 2019,,,2022-07-28 16:13,0
3.18537E+12,Moet & Chandon Imperial Brut Champagne,0,130000,France - Sparkling,France,130000,Blend,,모엣 샹동 임페리얼 브룻,,,2022-03-01 17:15,4
3.18537E+12,Moet & Chandon Imperial Rose Brut Champagne,0,160000,France - Sparkling,France,160000,Blend,,모엣 샹동 로제 임페리얼,,,2022-03-01 17:19,0
9.33698E+12,Molly Dooker The Maitre D Cabernet Sauvignon 2020,0,0,Australia - Red,Australia,,Cabernet Sauvignon,,몰리 두커 더 메이터 D 까베르네쇼비뇽 2020,,,2022-07-28 15:57,0
9.33698E+12,Molly Dooker Two Left Feet Shiraz-Merlot-Cabernet 2020,0,0,Australia - Red,Australia,,Blend,,몰리 두커 투 레프트 피트 쉬라-멜롯-까쇼 2020,,,2022-07-28 15:59,0
8.8098E+12,Montes Alpha Cabernet Sauvignon 2019,0,65000,Chile - Red,Chile,65000,Cabernet Sauvignon,,몬테스 알파 카베르네 쇼비뇽 2019,,,2022-02-28 16:12,3
8.80966E+12,Montes Alpha M Red 2018,0,0,Chile - Red,Chile,,Cabernet Sauvignon,,몬테스 알파 엠 2018,,,2022-03-25 18:53,0
8.8098E+12,Montes Alpha Merlot 2019,0,65000,Chile - Red,Chile,65000,Merlot,,몬테스 알파 멀롯 2019,,,2022-02-28 16:08,0
7.80441E+12,Montgras Aura Merlot 2020,0,0,Chile - Red,Chile,,Merlot,,몽그라스 아우라 멜롯 2020,,,2022-03-01 18:13,0
2.06315E+12,Moonlight(Barrel Aged Scotch Ale) ,0,50000,Original Beer Company,OB Company,50000,,,문라이트(배럴 에이지드 스카치 에일),,,2022-05-23 22:57,0
3.43144E+12,Mure Cremant d'Alsace  Prestige Brut ,0,0,France - Sparkling,France,,,,뮈레 크레망 달자스 프레스티지 브룻,,,2022-07-27 15:37,0
8.43701E+12,Museum Reserva 2016,0,0,Spain - Red,Spain,,Tempranillo,,뮤세움 디노미네이션 드 오리젠 리제르바 2016,,,2022-02-28 17:00,0
8.10411E+11,Naveran Cava Vintage Brut 2019,0,0,Spain - Sparkling,Spain,,Parellada,,나베란 까바 브륏 2019,,,2022-03-01 17:25,0
7.79445E+12,Nicolas Catena Zapata Mendoza 2018,0,0,Argentina - Red,Argentina,,,,니콜라스 카데나 자파타 멘도자 2018,,,2022-09-07 19:23,1
6.8466E+11,No Brainer Merlot 2019,0,68000,U.S.A - Red,U.S.A,68000,Merlot,,노 브레이너 멜롯 2019,,,2022-02-28 16:47,0
3.44232E+12,Olivier Leflaive Chassagne-Montrachet Blanc 2017,0,280000,France - White,France,280000,Pinot Noir,,도멘 올리비에 르플뢰브 샤샤뉴몽라쉐 2017,,,2022-03-01 17:05,0
2.08667E+12,Omaine Barolet Pernot Saint-Romain Rouge 2020,0,120000,France - Red,France,120000,,,도멘 바롤 페르노 쌩로맹 루즈 2020,,,2022-07-21 16:30,0
2.00968E+12,Opus One 2018,0,0,U.S.A - Red,U.S.A,900000,Blend,,오퍼스원 나파밸리 레드와인 2018,,,2022-02-28 14:16,1
8.80234E+12,Orin Swift Papillon 2018,0,0,U.S.A - Red,U.S.A,,Blend,,빠삐용 나파밸리 레드와인 2018,,,2022-03-28 22:49,0
86003255067,Orin Swift The Prisoner,0,155000,U.S.A - Red,U.S.A,155000,Blend,,오린 스위프트 더 프리즈너,,,2022-03-01 17:52,0
9.41555E+12,Oyster Bay Marlborough Savignon Blanc 2021,0,0,NewZealand - White,NewZealand,,Sauvignon Blanc,,오이스터 베이 소비뇽블랑 2021,,,2022-07-08 18:27,0
8.80234E+12,Palermo Napa Valley Cabernet Sauvignon 2018,0,0,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,팔레르모 나파밸리 까베르네 소비뇽2018,,,2022-06-24 15:52,1
7.80954E+12,Penalolen Domus Aurea Upper Maipo Valley Cabernet Sauvignon 2018,0,0,Chile - Red,Chile,,Cabernet Sauvignon,,페냐롤렌 도무스 어리어 어퍼 마이포 밸리 까베르네 쇼비뇽 2018,,,2022-05-31 18:09,1
4.06207E+12,Peter Mertes Pink Moscato Frizzante Pinot Noir,0,0,Germany-Rose,Germany,,,,피터 메르테스 핑크 모스카토 프리잔테 피노누아,,,2022-06-14 20:16,0
8.80234E+12,Pierre Girardin Puligny-Montrachet 'Les Folatieres 2019,0,485000,France - White,France,485000,,,피에르 지라르댕 퓔리니몽라쉐 '레 폴라티에' 2019,,,2022-05-17 17:56,0
2.0523E+12,Pierre-Henri Rougeot Bourgogne Cote d'Or 'Les Vaux' 2018,0,120000,France - Red,France,120000,Pinot Noir,80000,피에르 앙리 루조 부르고뉴 꼬뜨 도르 레보 루즈 2018,55000,,2022-03-04 15:07,0
8.80949E+12,Pio Cesare Barbaresco 2017,0,0,Italy - Red,Italy,150000,Nebbiolo,,피오체사레 바르바레스코 2017,,,2022-03-24 19:57,0
8.80949E+12,Pio Cesare Barolo 2017,0,0,Italy - Red,Italy,180000,Nebbiolo,,피오체사레 바롤로 2017,,,2022-03-24 19:56,0
3.01833E+12,Piper-Heidsieck Essential Cuvee Reservee Extra Brut Champagne 2016,0,150000,France - Sparkling,France,150000,Blend,,파이퍼 하이직 에센셜 뀌베 리제르바 2016,,,2022-03-01 17:03,6
3.01833E+12,Piper-Heidsieck Rare Brut Champagne(Millesime) 2008,0,550000,France - Sparkling,France,550000,Blend,385000,파이퍼 하이직 레어 밀레짐 2008,315000,,2022-03-11 15:47,2
8.80958E+12,Poupille Castillon 2015,0,0,France - Red,France,,Blend,,뿌삐유 까스티용 2015,,,2022-02-28 16:57,0
8.016E+12,Prunotto Barolo 2018,0,110000,Italy - Red,Italy,,,,프루노토 바롤로 2018,,,2022-07-06 18:13,2
8.016E+12,Prunotto Moscato d'Asti 2021,0,0,Italy - White,Italy,,Muscat Blanc,,프루노토 모스카토다스티 2021,,,2022-03-30 20:09,9
8.80971E+12,Puerto Ancona El Enemigo Malbec Mendoza 2018,0,65000,Argentina - Red,Argentina,,Malbec,,푸에르토 안코나 엘 에네미고 말벡 멘도자 2018,,,2022-07-06 17:59,3
2.06778E+12,Puligny Montrachet 1cru la garenne,0,220000,France - White,France,,,,,,,2022-06-10 23:00,1
6.52935E+11,Purple Wine Company Earthquake California Lodi Cabernet Sauvignon 2019,0,95000,U.S.A - Red,U.S.A,95000,Cabernet Sauvignon,,퍼플 와인 컴퍼니 어스퀘이크 캘리포니아 로디 카버네쇼비뇽 2019,,,2022-07-21 16:37,4
6.52935E+11,Purple Wine Company Sixth Sense California Lodi Syrah 2020,0,65000,U.S.A - Red,U.S.A,65000,Shiraz,,퍼플 와인 컴퍼니 식스스 센스 캘리포니아 로디 쉬라즈 2020,,,2022-07-21 16:34,0
86754600970,Ralson-Jacobs Napa Valley Cabernet Sauvignon 2017,0,105000,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,랄슨-제이콥스 나파밸리 카버네쇼비뇽 2017,,,2022-07-06 18:01,0
8.80723E+12,Ramey Hyde Vineyard Napa Valley 'Carneros' Chardonnay 2017,0,0,U.S.A - White,U.S.A,,Chardonnay,,라미 하이드 빈야드 나파밸리 까르네로스 샤도네이 2017,,,2022-06-01 20:38,0
2.02683E+12,Raymond Chateau Buena Vista Red Wine 2018,0,150000,U.S.A - Red,U.S.A,150000,,,레이몬드 샤또 부에나 비스타 레드 와인 2018,,,2022-05-30 14:42,0
87447619422,Raymond R Collection Lot No.3 Chardonnay 2019,0,0,U.S.A - White,U.S.A,,Chardonnay,,레이몬드 R 컬렉션 No.3 샤도네이 2019,,,2022-03-15 17:52,0
87447552071,Raymond R Collection Lot No.5 Field Blend 2020,0,0,U.S.A - Red,U.S.A,,Blend,,레이몬드 R 컬렉션 No.5 필드 블랜드 2020,,,2022-04-04 18:29,0
8.80971E+12,Remi Leroy Extra Brut Champagne,0,0,France - Sparkling,France,,Blend,,레미 르로이 엑스트라 브륏,,,2022-03-01 17:05,0
8.8098E+12,Remoissenet Pere & Fils Pernand-Vergelesses 2018,0,175000,France - White,France,175000,,,흐무와스네 페르낭 베르쥴레스 블랑 2018,,,2022-06-07 17:15,2
8.8098E+12,Remoissenet Pere & Fils Santenay 1er Cru 'Clos de Tavannes' 2017,0,185000,France - White,France,185000,,,흐무와스네 상트네 프리미에 크뤼 '끌로 드 타바르네' 블랑 2017,,,2022-06-07 17:13,0
8.8098E+12,Remoissenet Pere & Fils Savigny-Les-Beaune 2017 ,0,155000,France - White,France,155000,,,흐무와스네 사비니 레 본 블랑 2017,,,2022-06-07 17:08,1
3.02448E+12,Remy Martin V.S.O.P Cognac,0,0,Cognac,Cognac,,,,레미 마틴 V.S.O.P  꼬냑,,,2022-06-30 15:53,1
2.02688E+12,Rene Bouvier Gevrey Chambertin 'Les Jeunes Rois' 2018,0,0,France - Red,France,250000,,,르네 부비에 쥬브레 샹베르땡 '레 젠느 루아' 2018,,,2022-05-20 23:59,0
2.09613E+12,Rene Bouviet Gevrey-Chambertin 'Les Jeunes Rois' 2019,0,195000,France - Red,France,195000,,,르네 부비에 쥬브레 샹베르땡 '레 젠느 루아' 2019,,,2022-06-07 17:53,1
3.70062E+12,Reserve de Marande Cabernet Sauvignon 2020,0,0,France - Red,France,,Cabernet Sauvignon,,리저브 드 마랑드 까베르네쇼비뇽 2020,,,2022-09-19 17:35,5
9.42191E+12,Rimapere Sauvignon Blanc 'Plot 101' 2020,0,80000,NewZealand - White,NewZealand,80000,Sauvignon Blanc,,리마페레 소비뇽 블랑 '플롯 101' 2020,,,2022-03-01 16:49,0
8.80971E+12,Robert Mondavi Private Selection Buttery Chardonnay Califonia 2019,0,65000,U.S.A - White,U.S.A,,Chardonnay,,로버트 몬다비 프라이빗 셀렉션 버터리 샤도네이 2020,,,2022-05-28 22:20,0
86003051843,Robert Mondavi Winery Napa Valley Cabernet Sauvignon 2019,0,145000,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,로버트 몬다비 와이너리 나파밸리 카버네쇼비뇽 2019,,,2022-07-06 18:05,9
8.80935E+12,Rombauer Vineyards Carneros Chardonnay 2020,0,0,U.S.A - White,U.S.A,,Chardonnay,,룸바우어 카네로스 샤도네이 2020,70000,,2022-03-02 16:30,0
8.80958E+12,SCEA de Conti Chateau Tour des Gendres Anthologia 2016,0,0,France - White,France,,,,샤또 뚜르 데 장드르 안솔로지아 2016,,,2022-08-03 17:53,0
7.03432E+11,Sailor's Grave Napa Valley Napa Valley Cabernet Sauvignon 2020,0,0,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,세일러 그레이브 나파밸리 까베르네 소비뇽 2020,,,2022-06-24 15:50,0
2.06931E+12,Salon le Mesnil Blanc de Blancs(Cuvee S) Brut Champagne 2006,0,3000000,France - Sparkling,France,,Blend,,살롱 블랑 드 블랑 2006,,,2022-03-01 17:38,1
8.80234E+12,Santa Rita Triple C Red Wine D.O Valle Del Maipo 2018,0,75000,Chile - Red,Chile,75000,Blend,,산타 리타 트리플 C 레드와인 밸리 델 마이포 2018,,,2022-02-28 16:20,0
8.8098E+12,Sarl Francois Mikulski Meursault 2020,0,250000,France - White,France,250000,,,프랑수와 미쿨스키 뫼르소 2020,,,2022-07-26 14:55,1
8.60567E+11,Silver Ghost Napa Valley Cabernet Sauvignon 2018,0,135000,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,실버 고스트 나파밸리 까베르네 소비뇽 2018,,,2022-06-24 15:47,0
7.85214E+11,Silver Oak Cellars Silver Oak Napa Valley Cabernet Sauvignon 2017,0,0,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,실버 오크 셀러 실버 오크 나파밸리 카버네 쇼비뇽 2017,,,2022-09-07 19:28,4
8.8022E+12,Silverado Chardonnay 2018,0,95000,U.S.A - White,U.S.A,95000,Chardonnay,68000,실버라도 샤도네이 2018,53400,,2022-02-28 17:24,0
2.05691E+12,Silverado Napa Valley Estate Grown Cabernet Sauvignon 2018,0,160000,U.S.A - Red,U.S.A,160000,Cabernet Sauvignon,99000,실버라도 카베르네쇼비뇽 2018,,,2022-03-04 15:18,0
88586011375,Stag's Leap Hands of Time Napa Valley Red Blend 2018,0,0,U.S.A - Red,U.S.A,,Blend,,스텍스 립 핸즈 오브 타임 나파밸리 레드블렌드 2018,,,2022-09-19 17:33,4
13528800014,Stag's Leap Shafer One Point Five Napa Valley Cabernet Sauvignon 2019,0,0,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,스텍스 립 쉐이퍼 원포인트파이브 나파밸리 카버네쇼비뇽 2019,,,2022-09-19 17:52,2
88593450303,Stag's Leap Wine Cellars Karia Napa Valley Chardonnay 2018,0,0,U.S.A - White,U.S.A,,Chardonnay,,스텍스 립 카리아 나파밸리 샤도네이 2018,,,2022-09-20 17:21,2
51497019761,Submission Cabernet Sauvignon 2019,0,0,U.S.A - Red,U.S.A,,Cabernet Sauvignon,,서브미션 카버네쇼비뇽 2019,,,2022-09-19 17:46,4
51497068820,Submission Chardonnay 2019,0,80000,U.S.A - White,U.S.A,80000,Chardonnay,,서브미션 샤도네이 2019,,,2022-02-28 16:51,4
51497305567,Submission Pinot Noir 2020,0,0,U.S.A - Red,U.S.A,,Pinot Noir,,서브미션 피노누아 2020,,,2022-09-19 17:45,4
51497219871,Submission Red Wine 2018,0,80000,U.S.A - Red,U.S.A,80000,Blend,,서브미션 레드와인 2018,,,2022-02-28 16:59,0
8.028E+12,Tellus Syrah 2019,0,65000,Italy - Red,Italy,65000,Shiraz,,텔루스 시라 2019,,,2022-07-08 18:25,0
7.79098E+12,Terrazas Altos del Plata Malbec 2018,0,0,Argentina - Red,Argentina,,Malbec,,테라자스 알토스 델 플라차 말벡 2018,,,2022-05-02 18:58,0
7.79098E+12,Terrazas Reserva Malbec 2018,0,65000,Argentina - Red,Argentina,65000,Malbec,,테라자스 레제르바 말벡 2018,,,2022-02-28 16:45,7
8.5027E+11,The Atom Chardonnay 2019,0,0,U.S.A - White,U.S.A,,Chardonnay,,더 아톰 샤도네이 나파밸리 2019,,,2022-04-12 17:46,3
2.08247E+12,The Dalmore Aged 15Years Single Malt Scotch Whisky,0,380000,Whisky,,,,,더 달모어 15년 싱글 몰트 스카치 위스키,,,2022-07-07 15:30,0
8.80971E+12,The Prisoner Wine Company Saldo Zinfandel,0,0,U.S.A - Red,U.S.A,180000,,120000,살도진판델,,,2022-04-27 15:28,0
8.80952E+12,Thomas Morey Bourgogne Chardonnay 2018,0,0,France - White,France,,Chardonnay,,토마스 모레이 부르고뉴 샤도네이,,,2022-03-01 17:16,0
8.00465E+12,Tommasi Amarone Della Valpolicella Classico 2017,0,0,Italy - Red,Italy,,Blend,,토마시 아마로네 델라 발폴리첼라 클리시코 2017,60000,,2022-03-02 16:32,0
9.33334E+12,Torbreck Vintners Barossa Valley Woodcutter's Shiraz Barossa Valley 2019,0,0,Australia - Red,Australia,,Shiraz,,토브렉 우드커터스 쉬라즈 바로사 밸리 2019,,,2022-05-28 22:11,0
9.33173E+12,Two Hands Angel's Share Shiraz 2020,0,0,Australia - Red,Australia,,Shiraz,,투핸즈 엔젤스 쉐어 쉬라 2020,,,2022-09-19 17:44,4
8.80958E+12,Two Hands Bella's Garden Shiraz Barossa Valley 2018,0,0,Australia - Red,Australia,,Shiraz,,투핸즈 벨라스 가든 쉬라즈 바로사 밸리 2018,,,2022-03-01 18:06,0
3.44232E+12,Valentin Leflaive Blanc de Blancs Champagne CV 17 50 Extra Brut,0,0,France - Sparkling,France,,Blend,,발렁땅 르플레브 블랑 드 블랑 엑스트라 브륏,,,2022-03-01 17:12,0
7.80436E+12,Valle Andino Merlot 2019,0,0,Chile - Red,Chile,,Merlot,,발레안디노 메를로 2019,,,2022-03-01 18:15,0
2.0388E+12,Vega Sicilia Ribera del Duero Unico 2011,0,0,Spain - Red,Spain,,Tempranillo,,베가 시칠리아 리베라 델 뒤로 우니코 2011,,,2022-02-28 14:21,0
3.04961E+12,Veuve Cliquot Brut Rose Champagne,0,180000,France - Sparkling,France,180000,Blend,,뵈브 클리코 로제 브륏,,,2022-03-01 17:21,1
3.04961E+12,Veuve Cliquot Brut(Carte Jaune) Champagne,0,150000,France - Sparkling,France,150000,Blend,,뵈브 클리코 옐로 레이블 브륏,,,2022-03-01 17:17,8
8.8098E+12,Vicent & Francois Jouard Vieilles Vignes Chassane-Montrachet 1er CRU 'Les Chaumees' Clos de la Truffiere 2019,0,280000,France - White,France,280000,Chardonnay,,도멘 빈센트 & 주아르 샤사뉴 몽라쉐 프리미에 크뤼 레 쇼메 끌로 드 라 트러피에르2019,,,2022-03-01 17:11,0
8.02811E+12,Villa Vignamaggio Chianti Classico Gran Selezione 2016,0,95000,Italy - Red,Italy,,,,비야 비냐마찌오 끼안티 클라시코 모나리자 그란 셀레치오네 2016,,,2022-07-06 17:54,1
7.80461E+12,Vina Apaltagua Envero Carmanere 2019,0,58000,Chile - Red,Chile,,,,비냐 아팔타구아 엔베로 카르메너르 2019,,,2022-06-15 15:55,0
8.80937E+12,Vina Viu Manent Viu 8 2018,0,0,Chile - Red,Chile,,Blend,,비냐 뷰 마넨 뷰 8 2018,,,2022-09-07 19:35,1
2.07157E+12,Vinigma Aspermont Pinot Noir 2017,0,95000,Switzerland - Red,Switzerland,95000,Pinot Noir,55000,아스퍼몬트 피노누아 2017,,,2022-02-28 16:30,3
7.64032E+12,Vinigma Chasselas 2021,0,95000,Switzerland - White,Switzerland,95000,Chasselas,,비니그마 샤슬라 2021,,,2022-06-09 17:45,8
7.64032E+12,Vinigma Nanumy Sauvignon Blanc 2019,0,95000,Switzerland - White,Switzerland,95000,Sauvignon Blanc,,비니그마 나누미 소비뇽 블랑 2019,,,2022-02-28 17:10,0
8.80951E+12,Vinocus 713 The Red  2014,0,55000,France - Red,France,55000,Blend,,비노쿠스713 더 레드 2014,,,2022-05-02 15:29,0
8.80951E+12,Vinocus 713 The White 2020,0,55000,France - White,France,55000,Blend,,비노쿠스713 더 화이트 2020,,,2022-05-02 15:32,0
8.4144E+12,Vinyes Domenech Bancal Del Bosc 2020,0,68000,Spain - Red,Spain,,,,비니 도메네크 방칼 델 보스크 2020,,,2022-07-27 15:39,1
8.00743E+12,Vite Colte Scrimaglio Barolo D.O C.G 2018,0,135000,Italy - Red,Italy,,,,비테 콜테 스크리마글리오 바롤로 2018,,,2022-07-27 15:41,1
8.12949E+11,WINC Lost Poet 2019,0,0,U.S.A - Red,U.S.A,,Blend,,로스트 포엣 레드 와인 2019,,,2022-03-24 19:59,0
9.41662E+12,Wairau River Sauvignon Blanc 2021,0,0,NewZealand - White,NewZealand,,Sauvignon Blanc,,와이라우 리버 쇼비뇽블랑 2021,,,2022-03-01 16:54,0
4.02933E+12,Weingut Bernhard Huber Malterdinger White 2019,0,68000,Germany-White,Germany,,,,바인구트 베르나드 휴버 말터딩어 화이트 2019,,,2022-06-14 20:33,1
4.02221E+12,Weingut Dr.Loosen Mosel Riesling 2020,0,58000,Germany-White,Germany,,Riesling,,바인굿 닥터.루젠 모젤 리슬링 2020,,,2022-06-08 16:09,13
4.02933E+12,Weinhaus Bernhard Huber Spatburgunder Alte Reben 2019,0,68000,Germany-Red,Germany,,,,바인하우스 후버 슈패트부르군더 알테 레벤 2019,,,2022-06-14 20:28,0
89636190002,Wente Morning Fog Chardonnay Central Coast 2020,0,0,U.S.A - White,U.S.A,,Chardonnay,,웬티 모닝 포그 샤도네이 2020,,,2022-03-01 16:48,0
9.41858E+12,White Haven Sauvignon Blanc Marborough 2021,0,0,NewZealand - White,NewZealand,,Sauvignon Blanc,,화이트헤븐 소비뇽블랑 말보로 2021,,,2022-03-01 16:51,2
8.80971E+12,Wolf Blass Gold Label Regional Reserva Barossa Shiraz 2018,0,85000,Australia - Red,Australia,85000,Shiraz,,울프 블라스 골드라벨 리제르바 쉬라즈 2018,,,2022-02-28 16:53,0
2.01369E+12,Wollong Blanc (Belgian White),0,45000,Original Beer Company,OB Company,45000,,,월롱 블랑 (벨기안 화이트),,,2022-05-23 22:55,0
8.8098E+12,Yann Durieux Love and Pif,0,0,France - White,France,,,,얀 뒤리외 러브 앤 피프,,,2022-09-07 19:52,1
8.8098E+12,Yann Durieux Manon Blanc,0,0,France - White,France,,,,얀 뒤리외 마농 블랑,,,2022-09-07 19:50,2
2.06967E+12,wild turkey rare bread,0,200000,Whisky,U.S.A,,,,,,,2022-09-20 23:18,2
8.8098E+12,도메인 몽제아 뮈네레 에세죠,0,0,France - Red,France,,,,,,,2022-06-24 16:28,0
8.80985E+12,산삼주(500ml),0,80000,,,80000,,,,,,2022-03-01 18:47,14
2.04852E+12,산삼주Set(200×500ml),0,0,,,,,,,,,2022-03-01 18:49,4
2.09639E+12,산삼주Set(500×500ml),0,0,,,,,,,,,2022-03-01 18:49,38
